subject_id,course_number,section,term_code,crn,title,description,path,original_name,is_file
RUSS,0100,S01,2018-Fall,15854,"Introductory Russian","Introduction to Russian language and culture. Oral and written communication in Russian; emphasis on the literary and everyday culture of Russia and the former U.S.S.R., including the changes that have reshaped everyday life for citizens of Russia. Five meetings per week, plus use of audio, video, and web materials.  Enrollment limited to 18.",syllabi/RSWBWega2yk4dc3CnjK3dTLVCdFdas4jF3qgaR5q.pdf,syllabus_russ0100_f18.pdf,1
RUSS,0100,S02,2018-Fall,15855,"Introductory Russian","Introduction to Russian language and culture. Oral and written communication in Russian; emphasis on the literary and everyday culture of Russia and the former U.S.S.R., including the changes that have reshaped everyday life for citizens of Russia. Five meetings per week, plus use of audio, video, and web materials.  Enrollment limited to 18.",syllabi/RSWBWega2yk4dc3CnjK3dTLVCdFdas4jF3qgaR5q.pdf,syllabus_russ0100_f18.pdf,1
RUSS,0100,S03,2018-Fall,15856,"Introductory Russian","Introduction to Russian language and culture. Oral and written communication in Russian; emphasis on the literary and everyday culture of Russia and the former U.S.S.R., including the changes that have reshaped everyday life for citizens of Russia. Five meetings per week, plus use of audio, video, and web materials.  Enrollment limited to 18.",syllabi/RSWBWega2yk4dc3CnjK3dTLVCdFdas4jF3qgaR5q.pdf,syllabus_russ0100_f18.pdf,1
RUSS,0300,S01,2018-Fall,15860,"Intermediate Russian","Continues development of language proficiency while broadening understanding of contemporary Russian culture via readings in literature and history. Expansion of vocabulary for dealing with conversational topics and review of Russian grammar. Features literary and nonliterary readings in Russian, as well as video and computer resources. Five class meetings per week. Prerequisite: RUSS 0110 or RUSS 0200 or RUSS 0250 or placement by exam.  Enrollment limited to 18.",syllabi/ZP3EZjjf2ph2XIAplj4mpTIo9ATlc3r9NUXY75zK.pdf,russ0300syl2018.pdf,1
RUSS,0300,S02,2018-Fall,15862,"Intermediate Russian","Continues development of language proficiency while broadening understanding of contemporary Russian culture via readings in literature and history. Expansion of vocabulary for dealing with conversational topics and review of Russian grammar. Features literary and nonliterary readings in Russian, as well as video and computer resources. Five class meetings per week. Prerequisite: RUSS 0110 or RUSS 0200 or RUSS 0250 or placement by exam.  Enrollment limited to 18.",syllabi/ZP3EZjjf2ph2XIAplj4mpTIo9ATlc3r9NUXY75zK.pdf,russ0300syl2018.pdf,1
RUSS,0500,S01,2018-Fall,15863,"Advanced Russian","Examines selected topics in Russian culture and history as depicted in readings, the media, and Russian and Soviet films. Language work emphasizes increasing facility with spoken Russian and developing writing skills. Includes work on advanced grammar and syntax. Five class meetings per week. Prerequisites: RUSS 0350 or RUSS 0400 or placement. Enrollment limited to 18.",syllabi/QHxhfY3NOYfkTPVXRuzI76TwUo0Jnd8p7GRZmYbY.pdf,russ0500sylf18.pdf,1
RUSS,1440,S01,2018-Fall,16948,"Imagining Moscow: Utopia and Urban Spaces in 20th-Century Russian Culture","The course explores the role of Moscow in the Russian collective imagery throughout the 20th century. We will study how different utopian visions of the city in art, literature, film, and architecture affected the radical transformations of its urban landscape from the October Revolution to the present. We will start with the 1920s and 1930s, when the image of a new Moscow became closely associated with the creation of new socialist ways of life, and conclude with the neoliberal facelift of the city in the post-Soviet period, retracing a history of 20th-century Russian culture through its urban imagination.",syllabi/svY7u4rvnlAtRayO4IXR1PPHlra8P8XxODIPtScu.docx,"FENGHI_RUSS 1440_SYL_IMAGINING MOSCOW_FALL 2018.docx",1
RUSS,1880,S01,2018-Fall,16949,"Russian Postmodernism and Cold War Narratives","The course explores dystopian imagination, post-apocalyptic narratives, and the idea of the end of history in Russian postmodernist fiction. It will include discussion of some of the major Western theories on postmodernity, as well as comparisons with major American postmodern novels in connection with Cold War culture and sensibility. By looking at artistic and philosophical deconstructions of socialism and capitalism, the two main political regimes of the 20th century, we will study postmodernism as an art and literary current and as a cultural paradigm, pervading every aspect of contemporary culture and everyday life.",syllabi/P02gtxe2AiO8wdTRnaZtkkHgzGtuxCMHATaR2gKm.docx,"FENGHI_RUSS 1880_SYL_RUSSIAN POSTMODERNISM_Fall 2018.docx",1
SOC,1100,S01,2018-Fall,15582,"Introductory Statistics for Social Research","Introduction to descriptive and inferential statistics: measures of central tendencies and variability, sampling, tests of significance, correlation, and regression. Also includes the use of computers in data analysis. Knowledge of elementary algebra is assumed. Enrollment is limited to 144 students.",syllabi/zQqfrEUVBGGfRja0xyf4fcLw3CBgAwvoXnBk1y8K.pdf,SOC_1100_Fall_Syllabus_13Sept2018.pdf,1
SOC,0010A,S01,2018-Fall,15583,"Social Problems","Revolution and Social Movements. Urbanization and Globalization. War and Genocide. These are all examples of social change, and sociology, the discipline for which this course serves as introduction, seeks to understand, and explain, them all and other transformations too. We focus in particular on how technology and power relations help us explain variations in social change, and how culture shapes our recognition and evaluation of those transformations.  Although analyzing the USA today is our common ground, our method is both comparative (other societies) and historical (focusing especially on the 20th and 21st centuries).",syllabi/JNyJ37vY4Zysq9A5bKgE7SxdhsXi7VOuey5X9qqe.pdf,"AMS syllabus Social Problems fall 2018.pdf",1
SOC,1260,S01,2018-Fall,15584,"Market Research in Public and Private Sectors","Introduction to data and research methods for private and public sector organizations. Data used in market research include trends in the population of consumers, economic trends, trends within sectors and industries, analyses of product sales and services, and specific studies of products, promotional efforts, and consumer reactions. Emphasizes the use of demographic, GIS, and other available data.",syllabi/vLb3iaqanu5eC1RJMDvELIuZfMyN0TWcCLRHW1j2.docx,"Soc 1260 - Syllabus - Fall 2018  - final.docx",1
SOC,1270,S01,2018-Fall,15587,"Race, Class, and Ethnicity in the Modern World","Applies sociological analysis to understand present and historical cases of ethnic and race relations and conflicts. Topics addressed are the social construction of race and ethnicity; historical processes of racialization; ethnic conflict and the nation state; and the linkages between race, class, and social mobility. Focuses on racial and ethnic relations in the U.S., but also has a strong international comparative component.",syllabi/bzBhzZJWL9x4cwJBsrILDGA4XtDNpRqgTkuV3tQl.doc,"Soc1270-Race, Class, and Ethnicity in the Modern World -Fall '18.doc",1
SOC,1311,S01,2018-Fall,15588,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1620,S01,2018-Fall,15589,"Globalization and Social Conflict","Examines the effect globalization is having on the economies and societies of the developed and developing world. Focuses in particular on how new forms of global production and networking are transforming the traditional role of the nation-state, creating new dynamics of wealth distribution, and generating new sources of social conflict and political contestation, including transnational social movements.",syllabi/99WUgKLEqGO8O2hfCblhzytJe3Pel3GtZo7cKRXz.docx,AAAsoc1620Syb2018draft.docx,1
SOC,1010,S01,2018-Fall,15590,"Classical Sociological Theory","Why do we follow social rules and conventions? And how is social change – that is, the making of new rules and expectations – possible? When we respond to rules, do we act as free-willing individuals or do we follows social structures we have no control over? These questions have motivated generations of sociologists, but many of the arguments have been already developed by the four "forefathers" of sociology: Karl Marx, Max Weber, Emile Durkheim, and Georg Simmel. Looking at the transformations around them – the rise of capitalism, the modern nation-state, rational bureaucracy, the metropolitan, the decline of religion, and much more – they developed arguments that allow us to better understand ourselves, our actions, and the contemporary political, economic and social transformations around us.",syllabi/l7vCuFjxBPuk2qzz1P8fLFQm9Jep95qmqVVdPBSw.pdf,"Sociology 1010.pdf",1
SOC,0310,S01,2018-Fall,15591,"Theory and Practice of Engaged Scholarship (ESP Seminar)","Efforts are underway across university and college campuses -- in the United States and globally -- to increase opportunities for engaged learning and research. What is engaged scholarship and how does it challenge (and/or complement) more traditional concepts of scholarship and disciplinary knowledge?  What are the ethical, practical, and other challenges associated with community-engaged scholarship? The course will use case studies, field work, team projects, and guest speakers from diverse disciplines and sectors to investigate these and other questions.   Enrollment limited to Engaged Scholars Program participants.  Limited to 40 students per section. 
",syllabi/YvbOMP7OFx3LNH6RXOHigs4BImavhfUzKALuzh6s.pdf,"SOC 310_ Fall 2018 Syllabus - for cab-brown-edu.pdf",1
SOC,0020,S01,2018-Fall,16445,"Perspectives on Social Interaction: An Introduction to Social Psychology","An introduction to the discipline of sociology examining the individual in social situations. Explores the social development of the person, the development of interpersonal relationships, and the problems of integrating the individual and social system. For each area, the personal and situational factors that bear upon the issue are investigated. The objective is to deepen understanding of the behavior of people in a social context.",syllabi/HIY56ABdPoo0tQVzjNpyVur9ZLC6RhpURALJ9m2D.docx,"Course Description and Syllabus.docx",1
SOC,1950,S01,2018-Fall,16608,"Senior Seminar","Advanced seminar for sociology and social analysis and research (SAR) concentrators. Participants examine methods for analyzing, writing, and presenting capstone and thesis material and apply peer review techniques in assessing each other's work. Culminates in presentation of capstone or thesis to the department. Required for all sociology and social analysis and research (SAR) concentrators.",syllabi/DsjL0bA3RrSeeGmKpxdNhnXYCoALY7d4revqjW9r.docx,"SOC 1950 - Syllabus - Fall 2018.docx",1
SOC,1870E,S01,2018-Fall,16610,"Alternatives to Violence","We examine nonviolence as a method for resolving serious social conflict. We consider psychological and sociological approaches to understanding why people choose violence, as a precursor to studying theories of nonviolence. We investigate practioners of nonviolence throughout history and analyze nonviolence as a response to such issues as the death penalty, war, and terrorism.",syllabi/YMlx3l15wU2ghLIw208qG03wGw9DU0JKAWSkWokh.doc,"Course Description and Syllabus.doc",1
SOC,1060,S01,2018-Fall,16611,"Leadership in Organizations","What is leadership? What makes a great leader? Can leadership be learned? Improved? This course explores various theoretical approaches to leadership using a combination of lectures and case-study analysis. Additionally, it aims at developing your personal leadership skills by using self-exploration and reflection, self-assessment instruments, role-play, and feedback from peers. Enrollment limited to 100.",syllabi/ufg9E3IuumKmvBz1NRRcMyjO9O0dtER4gzLl31Zl.docx,"SOCIOLOGY 1060 Fall 2018.docx",1
SOC,2010,S01,2018-Fall,16825,"Multivariate Statistical Methods I","Introduction to probability, descriptive statistics and statistical inference. Coverage of the linear model, its assumptions and potential biases. Emphasis on hypothesis testing, model selection and interpretation through application with real data.",syllabi/edoEy4VKhTC3qWCyVam6wfWkte04ebQ99fNn2AvO.pdf,"SOC 2010 Multivariate Statistical Methods I Syllabus Provisional21Aug2018.pdf",1
SOC,2040,S01,2018-Fall,16826,"Classical Sociological Theory","This is a graduate-level course requires students to engage in detailed analysis and critical review of sociological thought of the 19th and early 20th centuries. The class will  introduce students to the critical thinking, methodological innovation, and historical imagination of sociological theory by reading the original texts of the forefathers of sociology, including Karl Marx, Max Weber, Emile Durkheim and others.",syllabi/83CKcgRxLTIj7bvJMhg8okOAiTvBK1BZZPbw11tF.pdf,HirschmanSoc2040F18SyllabusFinal.pdf,1
SOC,2385,S01,2018-Fall,16833,"Environmental Sociology","As contestation over environmental concerns proliferates, it draws increasing attention from sociologists. But sociological research on environmental issues raises major challenges. Social-environmental relationships raise theoretical and methodological questions: How do we know an “environmental” issue when we see one? How can we effectively examine the relationships between environmental processes and social processes and structures?",syllabi/KZgLfc9WQf3rOwAn5rKwUIMogp3bbaiuU2fcShyD.docx,"SOC 2385 syllabus - draft.docx",1
SOC,2460,S01,2018-Fall,16836,"Sociology Paper Writing Seminar","This is a special seminar for graduate students in Sociology on the art of writing research papers for publication.  The goals of the course are to:
1) learn the process of writing by drafting or redrafting a complete research paper, one section at a time
2) participate in the process of critical peer review
3)become knowledgeable about the process of submission/publication  in peer-reviewed journals in Sociology and related social science fields
4) become more familiar with the often hidden processes of journal review , publication ethics, and interpreting/responding to editorial decisions
",syllabi/rzldkgFb5JpsvEDgm8DJC1DPYpSh4DUXssq3qREH.pdf,Syllabus.Soc2460.9-8-18.a18.pdf,1
SOC,2080,S01,2018-Fall,16838,"Principles of Population","An advanced introduction to theoretical and substantive issues in the social scientific study of population. Major areas within sociology are integrated with the study of population, including the comparative–historical analysis of development, family processes, social stratification, ethnicity, ecological studies, and social policy.  Primarily for first year Graduate students.",syllabi/06SZf6I2HEqFAyVKf3hRPzpRzDyGzBPhGRO8hZYS.docx,"Sociology 2080 Syllabus.docx",1
SOC,2260G,S01,2018-Fall,17178,"The Souls of Sociology: W.E.B Du Bois and Critical Sociologies of Race","This course investigates Du Bois’ empirical and theoretical sociological work and its implications for contemporary sociology. W.E.B Du Bois is recognized as a pioneer of  sociology of race, but his work is seldom explored.  The first part of this course we discuss in-depth Du Bois work to construct the bases for a Du Boisian sociology.  The second part we will read contemporary theories of race through the lens of Du Bois’ work.  The final section we will read contemporary empirical works in the field of race and ethnicity,  reflect how we would conduct them differently from a Du Boisian perspective.",syllabi/2YbZcdiL9CCvSN06NDK2lwsClJcv1lNQ0keuio7o.docx,"Souls of Sociology (Fall 2018).docx",1
SOC,2960Y,S01,2018-Fall,17197,"Causal Analysis","“Does premarital cohabitation protect marriage?”  “Does reducing class size improve elementary school education?” “Is there racial discrimination in the market for home loans?” We often use associations to claim causal effects. This course provides a broad introduction to causal analysis. We will address causal inference from observational and quasi-experimental research designs. Topics include instrumental variables estimation, difference-in-difference models, regression discontinuity, matching, propensity scores, heterogeneous treatment effects, and fixed effects models. The prerequisite of this course is SOC 2020 or equivalent.",syllabi/JF1nH1gmlSK57cxaCsz400CLzqH3XNHganbR61q4.pdf,"2018 Fall Syllabus Causal v2.pdf",1
SOC,2300,S01,2018-Fall,17208,"Welfare States","This seminar examines the political sociology of welfare states and social policies in the United States and abroad. It reviews major theories accounting for the origins and subsequent development of welfare states, explains the "exceptional" nature of American social policy, and discusses recent welfare reforms via institutional histories and in depth case studies.
",syllabi/ryItpTpNMYx1NHKtoTUjqQXo6d2IFOINu2HetG0C.docx,WelfareStateCourse8.29.2018.docx,1
SOC,0300N,S01,2018-Fall,17353,"Social Inequality: Change and Continuity in the U.S.","Although we like to believe the U.S. is the land of opportunity, it has lower equality of opportunity than most developed countries. What does inequality of opportunity in the U.S. look like and how has it changed or remained stable over the last several decades? We will examine theories, characteristics, and trends of socioeconomic inequality in the U.S., focusing on how this inequality shapes children’s life chances. In the process, this course will help us think about what an ideal level of equality of opportunity might look like and social changes that could help us achieve it.",syllabi/v0DxderCrqY1iVlPvrS8MjY2MkIl1W0pOGPbfOQx.pdf,"Soc 0300N Social Inequality Fall 2018 syllabus.pdf",1
SOC,1127,S01,2018-Fall,17497,"EPIC: Ethnographic Praxis in Industry","A community of practitioners and their eponymous annual gathering, EPIC promotes the use and value of ethnography in industry.  EPIC people work to ensure that innovation, strategies, processes and products address business opportunities that are anchored in what matters to people in their everyday lives today and over time. This course explores the tools and resources used by ethnographers in industry. We will study the EPIC community as a tribe of ethnographers working in a particular context with its own language, practices and beliefs regarding the use of ethnographic skills.",syllabi/EQ9jKRnmjAIDwaxb4vCJVJYwcWAQMjv3BxlBQlSL.docx,"SOC 1127 syllabus 2018.docx",1
SOC,1311,C01,2018-Fall,17534,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1311,C02,2018-Fall,17535,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1311,C03,2018-Fall,17536,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1311,C04,2018-Fall,17537,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1311,C05,2018-Fall,17538,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
SOC,1311,C06,2018-Fall,17539,"Micro-Organizational Theory: Social Behavior in Organizations","Micro-Organizational Theory focuses on the human dynamics of organizations as natural systems. It examines how individual attitudes, actions, and interactions make a difference for organizational processes and outcomes. This focus is contrasted with more macro-level approaches, which take the organization (instead of the individual) as the primary unit of analysis. For example, studies of organizations from an economic perspective are typically concerned with the performance of the organization relative to its competitors. Studies of organizations from a macro-sociological focus are typically concerned with an organization's routines and structures, contextualized by the broader environment. SOC 1311 takes a more micro and meso perspective that asks questions such as, "why do individuals in organization behave the way they do, how does this affect the organizations of which they are a part and how, in turn, are individuals affected by their organizations?"",syllabi/Ob0tbi2eI5092oj348EoWX5EP04l9TpRW29TG8T0.pdf,"Soc 1311 Micro-OB.Syllabus Fall 2018.CaB.090618.pdf",1
TAPS,2630,S01,2018-Fall,11224,"Directing: The Director's Vision","This course is open only to students of the MFA Consortium program. Under close supervision, students will direct projects at the Consortium. Each student will be responsible for the creation of either a new or an established script. Students will meet regularly with the faculty to discuss process and progress.",syllabi/nsftOWeuhkHdrV2dF28gkX2IyOqabTHPCgxXo6t8.pdf,"Fall 2018 Directing Seminar TAPS 2535 for first year, TAPS 2630 for Second Year, TAPS 2730 For Third Year, 11141, 11145, 11149.pdf",1
TAPS,2730,S01,2018-Fall,11228,"Directing: Design in the Collaborative Process","This is a two-credit course and is open only to students of the Brown/ Trinity Rep MFA Consortium program. Directing students will study theatrical design including stage settings, costumes, lights and sound. Particular focus will be given to ways in which a director works with a designer to establish his or her vision of the play. Areas of study will include blueprints, floor plans, renderings and focus.",syllabi/QumNKzAwFOp1tkHMPdCTdOR3zLZKnmfuabb5DW1Q.pdf,"Fall 2018 Directing Seminar TAPS 2535 for first year, TAPS 2630 for Second Year, TAPS 2730 For Third Year, 11141, 11145, 11149.pdf",1
TAPS,1230,S01,2018-Fall,15946,"Global Theatre and Performance: Paleolithic to the Threshold of Modernity","This course explores performance practices that predate the European Renaissance across disparate parts of the globe. Considered will be Paleolithic rock art and other evidence of ritual practices in Europe, Africa, and the Americas; ritual dramas of Egypt, Greece, and the Roman Empire; Sub-Saharan African traditions and theatre/dance forms in ancient India, medieval Japan and the indigenous Americas.  In short, we will explore a wealth of differing ancestral theatrical modes and methods that continue to leave their mark in contemporary diasporic expressions.",https://performancetheory.blogspot.com/,NULL,0
TAPS,2100,S01,2018-Fall,16685,"Seminar in Performance Studies and Theatrical Theory","Key texts in Performance Studies and Theatre Theory selected from works by ancient, modern, and contemporary philosophers, dramatists, performers, and theorists. Covers basic methodological trends crucial to thinking about mimesis and alterity, acting and actants, identity formation and disidentification, decolonial theory and feminist theory in relationship to the study of performance, performativity, drama and theatricality.   Enrollment limited to 20.",https://theatricaltheory.blogspot.com/,NULL,0
TAPS,0310,S01,2018-Fall,16690,"Beginning Modern Dance","Introduction to the art of movement. Focuses on building a common vocabulary based on ballet, vernacular forms, improvisation, Laban movement analysis, American modern dance, and the body therapies. Individual work is explored. One and one-half hours of class, four days a week.  Enrollment limited to 40. S/NC.",syllabi/xOguSsVlCL9mBIdRFUICXoDrdcmeCzEfjietlO17.docx,"TAPS 0310Fall2018.docx",1
TAPS,1310,S01,2018-Fall,16691,"Advanced Modern Dance","This course is designed for students with several years of dance experience in any genre. The purpose of this class is to endow students with technical mastery of current contemporary movement vocabularies, with emphasis on Release Technique and Bartenieff Fundamentals. Enrollment limited to 40. S/NC.",syllabi/tqbv9YXiHaZOswsPUdxM6YIg7r9Y4N3GNEOT1d3Z.pdf,"Skybetter Advanced Modern Technique Syllabus [8.27.18].pdf",1
TAPS,0230,S01,2018-Fall,16693,Acting,"Focus on elements of dramatic analysis and interpretation as applied to the art of acting, and, by extension, directing. Monologues, scene study, and improvisation are basis for comment on individual problems. Reading of dramatic texts and theory. Substantial scene rehearsal commitment necessary. Attendance mandatory. Not open to first-year students. Enrollment limited to 20. Instructor permission required. No permission will be given during pre-registration. S/NC",syllabi/nu2ozmlQO57M6uc63COGAhmGt5Eeltlvacck6GKQ.docx,"TAPS 0230 Acting Syllabus_Fall 2018.docx",1
TAPS,0230,S02,2018-Fall,16695,Acting,"Focus on elements of dramatic analysis and interpretation as applied to the art of acting, and, by extension, directing. Monologues, scene study, and improvisation are basis for comment on individual problems. Reading of dramatic texts and theory. Substantial scene rehearsal commitment necessary. Attendance mandatory. Not open to first-year students. Enrollment limited to 20. Instructor permission required. No permission will be given during pre-registration. S/NC",syllabi/KiU3QbuH96cMyFEJ9wk9OeZ3j25aTfPlCiVL6Wgq.pdf,TAPS-0230-2018-Fall-S02.pdf,1
TAPS,1100,S01,2018-Fall,16699,"Stage Management","To introduce students to the principles and techniques of modern stage management from script selection to closing. Through the study of various models of stage management (both professional and academic), students will develop an appreciation of the role of the stage manager as the facilitator, mediator and organizer of the production process. Students will apply theory learned in the classroom by stage-managing or assistant stage-managing a TAPS production and/or observing other TAPS and Trinity Rep stage managers during the production process. Enrollment limited to 12.",syllabi/g10AJRI0iykjfW2ND7vGXT67I3cIRdSaUU9SW6rY.pdf,"TAPS 1100 - Stage Management Syllabus FAll 2018.pdf",1
TAPS,0250,S01,2018-Fall,16701,"Introduction to Technical Theatre and Production","This course is an introduction to the basic principles of stagecraft, lighting and sound technology and the different elements of theatrical design. Instructor permission required.  Enrollment limited to 15.",syllabi/9K7GsS1MvYcrQgRk9RK2XlAUqW2ERYHIKKraaIZV.docx,"OFFICIAL  online syllabus.docx",1
TAPS,0220,S01,2018-Fall,16702,"Persuasive Communication","Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors.  Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.",syllabi/Ij2bl0Usw6zLqO9OhdRHQMg28lgHglppK5SpJoAF.docx,"SYLLABUS FALL 2018 Annotated Final.docx",1
TAPS,0220,S02,2018-Fall,16704,"Persuasive Communication","Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors.  Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.",syllabi/52LZHq7sBg0ckyERLLAGEnGVa9wfTzaRVhNUCxU4.pdf,"SYLLABUS FALL 2018 Annotated Final.pdf",1
TAPS,0220,S03,2018-Fall,16705,"Persuasive Communication","Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors.  Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.",syllabi/52LZHq7sBg0ckyERLLAGEnGVa9wfTzaRVhNUCxU4.pdf,"SYLLABUS FALL 2018 Annotated Final.pdf",1
TAPS,0220,S04,2018-Fall,16706,"Persuasive Communication","Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors.  Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.",syllabi/52LZHq7sBg0ckyERLLAGEnGVa9wfTzaRVhNUCxU4.pdf,"SYLLABUS FALL 2018 Annotated Final.pdf",1
TAPS,0220,S05,2018-Fall,16707,"Persuasive Communication","Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors.  Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.",syllabi/52LZHq7sBg0ckyERLLAGEnGVa9wfTzaRVhNUCxU4.pdf,"SYLLABUS FALL 2018 Annotated Final.pdf",1
